"Item_Number","Name","Year","Theme","Subtheme","Pieces","Minifigures","Image_URL","GBP_MSRP","USD_MSRP","CAD_MSRP","EUR_MSRP","Packaging","Availability"
"4348","Aero Pod",2004,"Creator","X-Pod",36,NA,"http://images.brickset.com/sets/images/4348-1.jpg",3.99,3.5,NA,NA,"Canister","Retail"
"4349","Wild Pod",2004,"Creator","X-Pod",44,NA,"http://images.brickset.com/sets/images/4349-1.jpg",3.99,3.5,NA,NA,"Canister","Retail"
"4406","Buildings",2004,"Creator","",506,NA,"http://images.brickset.com/sets/images/4406-1.jpg",24.99,30,NA,NA,"Box","Retail"
"4407","Transportation",2004,"Creator","",301,NA,"http://images.brickset.com/sets/images/4407-1.jpg",14.99,20,NA,NA,"Box","Retail"
"4408","Animals",2004,"Creator","",202,NA,"http://images.brickset.com/sets/images/4408-1.jpg",9.99,10,NA,NA,"Box","Retail"
"4410","Build and Create",2004,"Creator","",500,NA,"http://images.brickset.com/sets/images/4410-1.jpg",9.99,NA,NA,NA,"Box","Retail"
"4414","Creator Half Tub Blue",2004,"Creator","",500,NA,"http://images.brickset.com/sets/images/4414-1.jpg",9.99,NA,NA,NA,"Tub","Retail"
"4492","Star Destroyer",2004,"Star Wars","Mini Building Set",87,NA,"http://images.brickset.com/sets/images/4492-1.jpg",6.99,7,NA,NA,"Blister pack","Retail"
"4493","Sith Infiltrator",2004,"Star Wars","Mini Building Set",55,NA,"http://images.brickset.com/sets/images/4493-1.jpg",6.99,7,NA,NA,"Blister pack","Retail"
"4494","Imperial Shuttle",2004,"Star Wars","Mini Building Set",82,NA,"http://images.brickset.com/sets/images/4494-1.jpg",6.99,7,NA,NA,"Blister pack","Retail"
"4495","AT-TE",2004,"Star Wars","Mini Building Set",63,NA,"http://images.brickset.com/sets/images/4495-1.jpg",6.99,7,NA,NA,"Blister pack","Retail"
"4496","Fun with Building Tub",2004,"Creator","",1000,NA,"http://images.brickset.com/sets/images/4496-1.jpg",19.99,20,NA,NA,"Tub","Retail"
"4497","Pretend and Create",2004,"Creator","",1000,NA,"http://images.brickset.com/sets/images/4497-1.jpg",29.99,20,NA,NA,"Tub","Retail"
"4500","Rebel Snowspeeder",2004,"Star Wars","Episode IV-VI",214,3,"http://images.brickset.com/sets/images/4500-1.jpg",19.99,20,NA,NA,"Box","Retail"
"4501","Mos Eisley Cantina",2004,"Star Wars","Episode IV-VI",193,5,"http://images.brickset.com/sets/images/4501-1.jpg",27.99,30,NA,NA,"Box","Retail"
"4502","X-wing Fighter",2004,"Star Wars","Episode IV-VI",563,3,"http://images.brickset.com/sets/images/4502-1.jpg",49.99,50,NA,NA,"Box","Retail"
"4504","Millennium Falcon",2004,"Star Wars","Episode IV-VI",985,5,"http://images.brickset.com/sets/images/4504-1.jpg",99.99,100,NA,NA,"Box","Retail"
"4505","Sea Machines",2004,"Creator","Designer Set",168,NA,"http://images.brickset.com/sets/images/4505-1.jpg",5.99,7,NA,NA,"Box","Retail"
"4506","Deep Sea Predators",2004,"Creator","Designer Set",352,NA,"http://images.brickset.com/sets/images/4506-1.jpg",14.99,20,NA,NA,"Box","Retail"
"4507","Prehistoric Creatures",2004,"Creator","Designer Set",726,NA,"http://images.brickset.com/sets/images/4507-1.jpg",24.99,30,NA,NA,"Box","Retail"
"4508","Titan XP",2004,"Creator","Designer Set",784,NA,"http://images.brickset.com/sets/images/4508-1.jpg",34.99,50,NA,NA,"Box","Retail"
"4666","Speedy Police Car",2004,"4 Juniors","City",24,1,"http://images.brickset.com/sets/images/4666-1.jpg",3.99,5,NA,NA,"Not specified","Not specified"
"4667","Loadin' Digger",2004,"4 Juniors","City",29,1,"http://images.brickset.com/sets/images/4667-1.jpg",6.99,8,NA,NA,"Not specified","Not specified"
"4668","Outrigger Construction Crane",2004,"4 Juniors","City",61,2,"http://images.brickset.com/sets/images/4668-1.jpg",14.99,13,NA,NA,"Not specified","Not specified"
"4669","Turbo-Charged Police Boat",2004,"4 Juniors","City",52,2,"http://images.brickset.com/sets/images/4669-1.jpg",14.99,20,NA,NA,"Not specified","Not specified"
"4680","Traffic Patrol",2004,"Duplo","LEGO Ville",3,1,"http://images.brickset.com/sets/images/4680-1.jpg",2.99,3,NA,NA,"Not specified","Not specified"
"4681","Fire Truck",2004,"Duplo","LEGO Ville",18,2,"http://images.brickset.com/sets/images/4681-1.jpg",14.99,13,NA,NA,"Not specified","Not specified"
"4683","Pony and Cart",2004,"Duplo","LEGO Ville",5,1,"http://images.brickset.com/sets/images/4683-1.jpg",3.99,4.99,NA,NA,"Not specified","Not specified"
"4684","Pick-Up Truck",2004,"Duplo","LEGO Ville",4,1,"http://images.brickset.com/sets/images/4684-1.jpg",4.99,5,NA,NA,"Not specified","Not specified"
"4685","Fork Lift",2004,"Duplo","LEGO Ville",10,1,"http://images.brickset.com/sets/images/4685-1.jpg",7.99,8,NA,NA,"Not specified","Not specified"
"4686","Little Farm",2004,"Duplo","LEGO Ville",50,2,"http://images.brickset.com/sets/images/4686-1.jpg",19.99,20,NA,NA,"Not specified","Not specified"
"4687","Tractor-Trailer",2004,"Duplo","LEGO Ville",8,1,"http://images.brickset.com/sets/images/4687-1.jpg",7.99,12.99,NA,NA,"Not specified","Not specified"
"4688","Team Construction",2004,"Duplo","LEGO Ville",22,2,"http://images.brickset.com/sets/images/4688-1.jpg",17.99,20,NA,NA,"Not specified","Not specified"
"4689","Playhouse",2004,"Duplo","LEGO Ville",60,4,"http://images.brickset.com/sets/images/4689-1.jpg",19.99,25,NA,NA,"Not specified","Not specified"
"4690","Horse Stable",2004,"Duplo","LEGO Ville",29,2,"http://images.brickset.com/sets/images/4690-1.jpg",14.99,10,NA,NA,"Not specified","Not specified"
"4691","Police Station",2004,"Duplo","LEGO Ville",61,3,"http://images.brickset.com/sets/images/4691-1.jpg",29.99,40,NA,NA,"Not specified","Not specified"
"4692","Fire Car",2004,"Duplo","LEGO Ville",2,1,"http://images.brickset.com/sets/images/4692-1.jpg",2.99,NA,NA,NA,"Not specified","Not specified"
"4693","Ferrari F1 Race Car",2004,"Duplo","Ferrari",5,1,"http://images.brickset.com/sets/images/4693-1.jpg",7.99,10,NA,NA,"Not specified","Not specified"
"4694","Ferrari F1 Racing Team",2004,"Duplo","Ferrari",37,2,"http://images.brickset.com/sets/images/4694-1.jpg",29.99,40,NA,NA,"Not specified","Not specified"
"4742","Chill Speeder",2004,"Alpha Team","Mission Deep Freeze",58,1,"http://images.brickset.com/sets/images/4742-1.jpg",3.99,4,NA,NA,"Box","Retail"
"4743","Ice Blade",2004,"Alpha Team","Mission Deep Freeze",108,1,"http://images.brickset.com/sets/images/4743-1.jpg",9.99,10,NA,NA,"Box","Retail"
"4744","Tundra Tracker",2004,"Alpha Team","Mission Deep Freeze",141,2,"http://images.brickset.com/sets/images/4744-1.jpg",17.99,20,NA,NA,"Box","Retail"
"4745","Blue Eagle vs. Snow Crawler",2004,"Alpha Team","Mission Deep Freeze",258,2,"http://images.brickset.com/sets/images/4745-1.jpg",24.99,30,NA,NA,"Box","Retail"
"4746","Mobile Command Center",2004,"Alpha Team","Mission Deep Freeze",426,5,"http://images.brickset.com/sets/images/4746-1.jpg",39.99,50,NA,NA,"Box","Retail"
"4748","Ogel's Mountain Fortress",2004,"Alpha Team","Mission Deep Freeze",436,5,"http://images.brickset.com/sets/images/4748-1.jpg",49.99,70,NA,NA,"Box","Retail"
"4750","Draco's Encounter with Buckbeak",2004,"Harry Potter","Prisoner of Azkaban",36,1,"http://images.brickset.com/sets/images/4750-1.jpg",5.99,8,NA,NA,"Box","Retail"
"4751","Harry and the Marauder's Map",2004,"Harry Potter","Prisoner of Azkaban",109,3,"http://images.brickset.com/sets/images/4751-1.jpg",8.99,10,NA,NA,"Box","Retail"
"4752","Professor Lupin's Classroom",2004,"Harry Potter","Prisoner of Azkaban",156,3,"http://images.brickset.com/sets/images/4752-1.jpg",17.99,20,NA,NA,"Box","Retail"
"4753","Sirius Black's Escape",2004,"Harry Potter","Prisoner of Azkaban",188,3,"http://images.brickset.com/sets/images/4753-1.jpg",17.99,20,NA,NA,"Box","Retail"
"4754","Hagrid's Hut",2004,"Harry Potter","Prisoner of Azkaban",302,2,"http://images.brickset.com/sets/images/4754-1.jpg",19.99,30,NA,NA,"Box","Retail"
"4755","Knight Bus",2004,"Harry Potter","Prisoner of Azkaban",243,2,"http://images.brickset.com/sets/images/4755-1.jpg",19.99,30,NA,NA,"Box","Retail"
"4756","Shrieking Shack",2004,"Harry Potter","Prisoner of Azkaban",444,4,"http://images.brickset.com/sets/images/4756-1.jpg",39.99,50,NA,NA,"Box","Retail"
"4757","Hogwarts Castle",2004,"Harry Potter","Prisoner of Azkaban",944,9,"http://images.brickset.com/sets/images/4757-1.jpg",79.99,90,NA,NA,"Box","Retail"
"4758","Hogwarts Express",2004,"Harry Potter","Prisoner of Azkaban",389,4,"http://images.brickset.com/sets/images/4758-1.jpg",34.99,40,NA,NA,"Box","Retail"
"4759","3 Christmas Decorations",2004,"Seasonal","Christmas",3,NA,"http://images.brickset.com/sets/images/4759-1.jpg",NA,7,NA,NA,"Not specified","Not specified"
"4775","Knight and Squire",2004,"Duplo","Castle",19,2,"http://images.brickset.com/sets/images/4775-1.jpg",6.99,10,NA,NA,"Not specified","Not specified"
"4776","Dragon Tower",2004,"Duplo","Castle",63,2,"http://images.brickset.com/sets/images/4776-1.jpg",24.99,30,NA,NA,"Not specified","Not specified"
"4777","Knights' Castle",2004,"Duplo","Castle",164,4,"http://images.brickset.com/sets/images/4777-1.jpg",49.99,50,NA,NA,"Not specified","Not specified"
"4853","Spider-Man's Street Chase",2004,"Spider-Man","",73,3,"http://images.brickset.com/sets/images/4853-1.jpg",7.99,10,NA,NA,"Box","Retail"
"4854","Doc Ock's Bank Robbery",2004,"Spider-Man","",174,5,"http://images.brickset.com/sets/images/4854-1.jpg",17.99,20,NA,NA,"Box","Retail"
"4855","Spider-Man's Train Rescue",2004,"Spider-Man","",299,4,"http://images.brickset.com/sets/images/4855-1.jpg",29.99,30,NA,NA,"Box","Retail"
"4856","Doc Ock's Hideout",2004,"Spider-Man","",486,5,"http://images.brickset.com/sets/images/4856-1.jpg",39.99,50,NA,NA,"Box","Retail"
"4857","Doc Ock's Fusion Lab",2004,"Spider-Man","",237,4,"http://images.brickset.com/sets/images/4857-1.jpg",17.99,20,NA,NA,"Box","Retail"
"4858","Doc Ock's Crime Spree",2004,"4 Juniors","Spider-Man",55,3,"http://images.brickset.com/sets/images/4858-1.jpg",12.99,15,NA,NA,"Not specified","Not specified"
"4860","Doc Ock's Cafe Attack",2004,"4 Juniors","Spider-Man",130,3,"http://images.brickset.com/sets/images/4860-1.jpg",24.99,30,NA,NA,"Not specified","Not specified"
"4886","Building Bonanza",2004,"Creator","Designer Set",667,NA,"http://images.brickset.com/sets/images/4886-1.jpg",24.99,40,NA,NA,"Box","Retail"
"4924","Advent Calendar",2004,"Creator","Seasonal",335,NA,"http://images.brickset.com/sets/images/4924-1.jpg",12.99,15,NA,NA,"Box","Retail - limited"
"5350","Large Explore Bucket",2004,"Explore","Together",90,NA,"http://images.brickset.com/sets/images/5350-1.jpg",14.99,NA,NA,NA,"Not specified","Not specified"
"5351","Duplo Bucket",2004,"Duplo","",90,NA,"http://images.brickset.com/sets/images/5351-1.jpg",14.99,NA,NA,NA,"Not specified","Not specified"
"5352","Duplo Tub",2004,"Duplo","",139,NA,"http://images.brickset.com/sets/images/5352-1.jpg",29.99,20,NA,NA,"Not specified","Not specified"
"5353","Duplo Tub",2004,"Duplo","",139,NA,"http://images.brickset.com/sets/images/5353-1.jpg",19.99,NA,NA,NA,"Not specified","Not specified"
"5354","Tube",2004,"Duplo","",80,NA,"http://images.brickset.com/sets/images/5354-1.jpg",9.99,NA,NA,NA,"Not specified","Not specified"
"5355","Small Quatro Bucket",2004,"Quatro","",20,NA,"http://images.brickset.com/sets/images/5355-1.jpg",7.49,10,NA,NA,"Not specified","Not specified"
"5356","Medium Quatro Bucket",2004,"Quatro","",50,NA,"http://images.brickset.com/sets/images/5356-1.jpg",19.99,15,NA,NA,"Not specified","Not specified"
"5357","Large Quatro Bucket",2004,"Quatro","",75,NA,"http://images.brickset.com/sets/images/5357-1.jpg",18.99,20,NA,NA,"Not specified","Not specified"
"5358","Quatro XL",2004,"Quatro","",100,NA,"http://images.brickset.com/sets/images/5358-1.jpg",29.99,NA,NA,NA,"Not specified","Not specified"
"5359","BRICK-O-DILE",2004,"Explore","Imagination",26,NA,"http://images.brickset.com/sets/images/5359-1.jpg",19.99,15,NA,NA,"Not specified","Not specified"
"5453","Baby Elephant Stacker",2004,"Baby","",6,NA,"http://images.brickset.com/sets/images/5453-1.jpg",4.99,NA,NA,NA,"Not specified","Not specified"
"5454","Stack & Learn Giraffe",2004,"Baby","",5,NA,"http://images.brickset.com/sets/images/5454-1.jpg",7.99,10,NA,NA,"Not specified","Not specified"
"5455","Stacking Jungle Set",2004,"Baby","",8,NA,"http://images.brickset.com/sets/images/5455-1.jpg",14.99,25,NA,NA,"Not specified","Not specified"
"5458","Pull Along Duck and Duckling",2004,"Baby","",7,NA,"http://images.brickset.com/sets/images/5458-1.jpg",12.99,20,NA,NA,"Not specified","Not specified"
"5877","The Royal Wedding Coach",2004,"Belville","",73,2,"http://images.brickset.com/sets/images/5877-1.jpg",29.99,NA,NA,NA,"Not specified","Not specified"
"5940","Doll House",2004,"Belville","",203,3,"http://images.brickset.com/sets/images/5940-1.jpg",39.99,60,NA,NA,"Not specified","Not specified"
"5941","Riding School",2004,"Belville","",179,2,"http://images.brickset.com/sets/images/5941-1.jpg",29.99,47,NA,NA,"Not specified","Not specified"
"5942","Pop Studio",2004,"Belville","",102,1,"http://images.brickset.com/sets/images/5942-1.jpg",14.99,22.99,NA,NA,"Not specified","Not specified"
"5943","Interior Designer",2004,"Belville","",96,1,"http://images.brickset.com/sets/images/5943-1.jpg",7.99,10,NA,NA,"Not specified","Not specified"
"5944","Cat Show",2004,"Belville","",31,NA,"http://images.brickset.com/sets/images/5944-1.jpg",4.99,6,NA,NA,"Not specified","Not specified"
"65535","X-Pod Play Off Game Pack",2004,"Creator","X-Pod",219,NA,"http://images.brickset.com/sets/images/65535-1.jpg",NA,20,NA,NA,"Box","Retail - limited"
"65537","Classic Freight Train",2004,"Trains","Product Collection",608,NA,"http://images.brickset.com/sets/images/65537-1.jpg",NA,80,NA,NA,"Box","Retail - limited"
"65545","Special Edition Ta-Metru Collector's Pack",2004,"Bionicle","Product Collection",75,NA,"http://images.brickset.com/sets/images/65545-1.jpg",NA,8,NA,NA,"Not specified","Not specified"
"6965","TIE Interceptor",2004,"Star Wars","Mini Building Set",32,NA,"http://images.brickset.com/sets/images/6965-1.jpg",NA,5,NA,NA,"Polybag","Promotional"
"7042","Dune Patrol",2004,"World City","Police and Rescue",36,1,"http://images.brickset.com/sets/images/7042-1.jpg",2.99,4,NA,NA,"Box","Retail"
"7043","Firefighter",2004,"World City","Police and Rescue",69,1,"http://images.brickset.com/sets/images/7043-1.jpg",5.99,8,NA,NA,"Box","Retail"
"7044","Rescue Chopper",2004,"World City","Police and Rescue",205,2,"http://images.brickset.com/sets/images/7044-1.jpg",14.99,20,NA,NA,"Box","Retail"
"7045","Hovercraft Hideout",2004,"World City","Police and Rescue",274,2,"http://images.brickset.com/sets/images/7045-1.jpg",24.99,30,NA,NA,"Box","Retail"
"7046","Fire Command Craft",2004,"World City","Police and Rescue",269,3,"http://images.brickset.com/sets/images/7046-1.jpg",24.99,30,NA,NA,"Box","Retail"
"7047","Coast Watch HQ",2004,"World City","Police and Rescue",367,4,"http://images.brickset.com/sets/images/7047-1.jpg",39.99,50,NA,NA,"Box","Retail"
"7070","Catapult Raft",2004,"4 Juniors","Pirates",22,1,"http://images.brickset.com/sets/images/7070-1.jpg",3.99,5,NA,NA,"Not specified","Not specified"
"7071","Treasure Island",2004,"4 Juniors","Pirates",24,2,"http://images.brickset.com/sets/images/7071-1.jpg",6.99,8,NA,NA,"Not specified","Not specified"
"7072","Captain Kragg's Pirate Boat",2004,"4 Juniors","Pirates",36,1,"http://images.brickset.com/sets/images/7072-1.jpg",9.99,13,NA,NA,"Not specified","Not specified"
"7073","Pirate Dock",2004,"4 Juniors","Pirates",61,2,"http://images.brickset.com/sets/images/7073-1.jpg",14.99,20,NA,NA,"Not specified","Not specified"
"7074","Skull Island",2004,"4 Juniors","Pirates",76,3,"http://images.brickset.com/sets/images/7074-1.jpg",24.99,30,NA,NA,"Not specified","Not specified"
"7075","Captain Redbeard's Pirate Ship",2004,"4 Juniors","Pirates",131,4,"http://images.brickset.com/sets/images/7075-1.jpg",49.99,40,NA,NA,"Not specified","Not specified"
"7080","Scurvy Dog and Crocodile",2004,"4 Juniors","Pirates",4,1,"http://images.brickset.com/sets/images/7080-1.jpg",2.49,NA,NA,NA,"Not specified","Not specified"
"7081","Harry Hardtack and Monkey",2004,"4 Juniors","Pirates",9,1,"http://images.brickset.com/sets/images/7081-1.jpg",2.49,NA,NA,NA,"Not specified","Not specified"
"7082","Cannonball Jimmy and Shark",2004,"4 Juniors","Pirates",4,1,"http://images.brickset.com/sets/images/7082-1.jpg",2.49,NA,NA,NA,"Not specified","Not specified"
"7214","Airline Promotional Set",2004,"World City","Special",125,1,"http://images.brickset.com/sets/images/7214-1.jpg",NA,12,NA,NA,"Box","Promotional (Airline)"
"7262","TIE Fighter and Y-Wing",2004,"Star Wars","Episode IV-VI",412,3,"http://images.brickset.com/sets/images/7262-1.jpg",NA,50,NA,NA,"Box","Retail"
"7330","Dora's Treasure Island",2004,"Explore","Dora the Explorer",21,1,"http://images.brickset.com/sets/images/7330-1.jpg",9.99,10,NA,NA,"Not specified","Not specified"
"7331","Diego's Rescue Truck",2004,"Explore","Dora the Explorer",10,1,"http://images.brickset.com/sets/images/7331-1.jpg",9.99,10,NA,NA,"Not specified","Not specified"
"7332","Dora and Boots at Play Park",2004,"Explore","Dora the Explorer",29,2,"http://images.brickset.com/sets/images/7332-1.jpg",19.99,20,NA,NA,"Not specified","Not specified"
"7333","Dora and Diego's Animal Adventure",2004,"Explore","Dora the Explorer",39,2,"http://images.brickset.com/sets/images/7333-1.jpg",29.99,30,NA,NA,"Not specified","Not specified"
"7442","Tiny's Lift Cart",2004,"Explore","Little Robots",3,1,"http://images.brickset.com/sets/images/7442-1.jpg",7.99,NA,NA,NA,"Not specified","Not specified"
"7443","Stretchy's Junk Cart",2004,"Explore","Little Robots",3,1,"http://images.brickset.com/sets/images/7443-1.jpg",7.99,NA,NA,NA,"Not specified","Not specified"
"7444","Sporty's Gym Cart",2004,"Explore","Little Robots",2,1,"http://images.brickset.com/sets/images/7444-1.jpg",7.99,NA,NA,NA,"Not specified","Not specified"
"7445","Stripy's Flower Cart",2004,"Explore","Little Robots",3,1,"http://images.brickset.com/sets/images/7445-1.jpg",7.99,NA,NA,NA,"Not specified","Not specified"
"7495","Sporty's Skate Park",2004,"Explore","Little Robots",11,1,"http://images.brickset.com/sets/images/7495-1.jpg",4.99,NA,NA,NA,"Not specified","Not specified"
"7496","Stretchy at Work",2004,"Explore","Little Robots",10,1,"http://images.brickset.com/sets/images/7496-1.jpg",4.99,NA,NA,NA,"Not specified","Not specified"
"7504","Friendship Frame / Mirror",2004,"Clikits","",15,NA,"http://images.brickset.com/sets/images/7504-1.jpg",1.99,4,NA,NA,"Not specified","Not specified"
"7505","Flowered Hair Bands",2004,"Clikits","",16,NA,"http://images.brickset.com/sets/images/7505-1.jpg",1.99,4,NA,NA,"Not specified","Not specified"
"7506","Starry Bangles & Rings",2004,"Clikits","",9,NA,"http://images.brickset.com/sets/images/7506-1.jpg",1.99,4,NA,NA,"Not specified","Not specified"
"7514","Sweet Dreamy Jewels",2004,"Clikits","",48,NA,"http://images.brickset.com/sets/images/7514-1.jpg",6.99,7,NA,NA,"Not specified","Not specified"
"7515","Striped Sunny Jewels",2004,"Clikits","",48,NA,"http://images.brickset.com/sets/images/7515-1.jpg",6.99,7,NA,NA,"Not specified","Not specified"
"7516","Cool Starry Jewels",2004,"Clikits","",52,NA,"http://images.brickset.com/sets/images/7516-1.jpg",6.99,7,NA,NA,"Not specified","Not specified"
"7524","Glamour Girl Purse",2004,"Clikits","",18,NA,"http://images.brickset.com/sets/images/7524-1.jpg",4.99,5,NA,NA,"Not specified","Not specified"
"7525","Sunshine Picture Stand",2004,"Clikits","",22,NA,"http://images.brickset.com/sets/images/7525-1.jpg",4.99,5,NA,NA,"Not specified","Not specified"
"7526","My Starry Notes",2004,"Clikits","",27,NA,"http://images.brickset.com/sets/images/7526-1.jpg",4.99,5,NA,NA,"Not specified","Not specified"
"7528","Designer Desk Set",2004,"Clikits","",69,NA,"http://images.brickset.com/sets/images/7528-1.jpg",9.99,13,NA,NA,"Not specified","Not specified"
"7529","Stylin' Stationery Set",2004,"Clikits","",72,NA,"http://images.brickset.com/sets/images/7529-1.jpg",9.99,13,NA,NA,"Not specified","Not specified"
"7530","Starry Decoration Set",2004,"Clikits","",70,NA,"http://images.brickset.com/sets/images/7530-1.jpg",9.99,13,NA,NA,"Not specified","Not specified"
"7531","The Ultimate Jewelry Collection",2004,"Clikits","",150,NA,"http://images.brickset.com/sets/images/7531-1.jpg",19.99,20,NA,NA,"Not specified","Not specified"
"7532","My Special Storage Space",2004,"Clikits","",115,NA,"http://images.brickset.com/sets/images/7532-1.jpg",24.99,35,NA,NA,"Not specified","Not specified"
"7575","Clikits Advent Calendar",2004,"Clikits","Seasonal",24,NA,"http://images.brickset.com/sets/images/7575-1.jpg",11.99,15,NA,NA,"Not specified","Not specified"
"8362","Ferrari F1 Racer",2004,"Racers","Ferrari",113,1,"http://images.brickset.com/sets/images/8362-1.jpg",9.99,15,NA,NA,"Box","Retail"
"8369","Dirt Crusher RC",2004,"Racers","Outdoor RC",88,NA,"http://images.brickset.com/sets/images/8369-1.jpg",89.99,140,NA,NA,"Box","Retail"
"8375","Ferrari F1 Pit Set",2004,"Racers","Ferrari",242,7,"http://images.brickset.com/sets/images/8375-1.jpg",19.99,30,NA,NA,"Box","Retail"
"8378","Red Beast RC",2004,"Racers","Drome Racers",65,NA,"http://images.brickset.com/sets/images/8378-1.jpg",29.99,40,NA,NA,"Box","Retail"
"8380","Red Maniac",2004,"Racers","Drome Racers",83,NA,"http://images.brickset.com/sets/images/8380-1.jpg",6.99,10,NA,NA,"Box","Retail"
"8381","Exo Raider",2004,"Racers","Drome Racers",94,NA,"http://images.brickset.com/sets/images/8381-1.jpg",6.99,10,NA,NA,"Box","Retail"
"8382","Hot Buster",2004,"Racers","Drome Racers",67,NA,"http://images.brickset.com/sets/images/8382-1.jpg",6.99,10,NA,NA,"Box","Retail"
"8383","Nitro Terminator",2004,"Racers","Drome Racers",70,NA,"http://images.brickset.com/sets/images/8383-1.jpg",6.99,10,NA,NA,"Box","Retail"
"8384","Jungle Crasher",2004,"Racers","Drome Racers",76,NA,"http://images.brickset.com/sets/images/8384-1.jpg",6.99,10,NA,NA,"Box","Retail"
"8385","Exo Stealth",2004,"Racers","Drome Racers",81,NA,"http://images.brickset.com/sets/images/8385-1.jpg",6.99,10,NA,NA,"Box","Retail"
"8386","Ferrari F1 Racer",2004,"Racers","Ferrari",738,NA,"http://images.brickset.com/sets/images/8386-1.jpg",49.99,70,NA,NA,"Box","Retail"
"8389","M. Schumacher and R. Barrichello",2004,"Racers","Ferrari",34,2,"http://images.brickset.com/sets/images/8389-1.jpg",4.99,7,NA,NA,"Box","Retail"
"8433","Cool Movers",2004,"Technic","",215,NA,"http://images.brickset.com/sets/images/8433-1.jpg",9.99,13,NA,NA,"Box","Retail"
"8434","Aircraft",2004,"Technic","",445,NA,"http://images.brickset.com/sets/images/8434-1.jpg",24.99,35,NA,NA,"Box","Retail"
"8435","4WD",2004,"Technic","",763,NA,"http://images.brickset.com/sets/images/8435-1.jpg",34.99,45,NA,NA,"Box","Retail"
"8436","Truck",2004,"Technic","",1027,NA,"http://images.brickset.com/sets/images/8436-1.jpg",59.99,90,NA,NA,"Box","Retail"
"8439","Front End Loader",2004,"Technic","",582,NA,"http://images.brickset.com/sets/images/8439-1.jpg",NA,70,NA,NA,"Box","Retail"
"8601","Vakama",2004,"Bionicle","Toa Metru",48,NA,"http://images.brickset.com/sets/images/8601-1.jpg",5.99,8,NA,NA,"Not specified","Not specified"
"8602","Nokama",2004,"Bionicle","Toa Metru",46,NA,"http://images.brickset.com/sets/images/8602-1.jpg",5.99,8,NA,NA,"Not specified","Not specified"
"8603","Whenua",2004,"Bionicle","Toa Metru",49,NA,"http://images.brickset.com/sets/images/8603-1.jpg",5.99,8,NA,NA,"Not specified","Not specified"
"8604","Onewa",2004,"Bionicle","Toa Metru",44,NA,"http://images.brickset.com/sets/images/8604-1.jpg",5.99,8,NA,NA,"Not specified","Not specified"
"8605","Matau",2004,"Bionicle","Toa Metru",46,NA,"http://images.brickset.com/sets/images/8605-1.jpg",5.99,8,NA,NA,"Not specified","Not specified"
"8606","Nuju",2004,"Bionicle","Toa Metru",48,NA,"http://images.brickset.com/sets/images/8606-1.jpg",5.99,8,NA,NA,"Not specified","Not specified"
"8607","Nuhrii",2004,"Bionicle","Matoran",27,NA,"http://images.brickset.com/sets/images/8607-1.jpg",2.99,4,NA,NA,"Not specified","Not specified"
"8608","Vhisola",2004,"Bionicle","Matoran",27,NA,"http://images.brickset.com/sets/images/8608-1.jpg",2.99,4,NA,NA,"Not specified","Not specified"
"8609","Tehutti",2004,"Bionicle","Matoran",27,NA,"http://images.brickset.com/sets/images/8609-1.jpg",2.99,4,NA,NA,"Not specified","Not specified"
"8610","Ahkmou",2004,"Bionicle","Matoran",27,NA,"http://images.brickset.com/sets/images/8610-1.jpg",2.99,4,NA,NA,"Not specified","Not specified"
"8611","Orkahm",2004,"Bionicle","Matoran",27,NA,"http://images.brickset.com/sets/images/8611-1.jpg",2.99,4,NA,NA,"Not specified","Not specified"
"8612","Ehrye",2004,"Bionicle","Matoran",30,NA,"http://images.brickset.com/sets/images/8612-1.jpg",2.99,4,NA,NA,"Not specified","Not specified"
"8613","Kanoka Disk Launcher Pack",2004,"Bionicle","Accessories",4,NA,"http://images.brickset.com/sets/images/8613-1.jpg",1.49,2,NA,NA,"Box","Not specified"
"8614","Nuurakh",2004,"Bionicle","Vahki",32,NA,"http://images.brickset.com/sets/images/8614-1.jpg",5.99,9,NA,NA,"Not specified","Not specified"
"8615","Bordakh",2004,"Bionicle","Vahki",32,NA,"http://images.brickset.com/sets/images/8615-1.jpg",5.99,9,NA,NA,"Not specified","Not specified"
"8616","Vorzakh",2004,"Bionicle","Vahki",32,NA,"http://images.brickset.com/sets/images/8616-1.jpg",5.99,9,NA,NA,"Not specified","Not specified"
"8617","Zadakh",2004,"Bionicle","Vahki",32,NA,"http://images.brickset.com/sets/images/8617-1.jpg",5.99,9,NA,NA,"Not specified","Not specified"
"8618","Rorzakh",2004,"Bionicle","Vahki",32,NA,"http://images.brickset.com/sets/images/8618-1.jpg",5.99,9,NA,NA,"Not specified","Not specified"
"8619","Keerakh",2004,"Bionicle","Vahki",32,NA,"http://images.brickset.com/sets/images/8619-1.jpg",5.99,9,NA,NA,"Not specified","Not specified"
"8621","Turaga Dume and Nivawk",2004,"Bionicle","Warriors",180,NA,"http://images.brickset.com/sets/images/8621-1.jpg",14.99,20,NA,NA,"Not specified","Not specified"
"8622","Nidhiki",2004,"Bionicle","Warriors",170,NA,"http://images.brickset.com/sets/images/8622-1.jpg",14.99,20,NA,NA,"Not specified","Not specified"
"8623","Krekka",2004,"Bionicle","Warriors",214,NA,"http://images.brickset.com/sets/images/8623-1.jpg",14.99,20,NA,NA,"Not specified","Not specified"
